店铺名称,页面id,类别,品牌名称,品牌id,品牌logo,评分,平均价格,最低价格,所属地区,地区Id,纬度,经度,详细地址,楼层,地铁站id,停车信息,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜,是否小吃,有无外卖,上周订单数,历史订单数,wifi,支持预定
好利家蛋糕(纬五路店),88856,蛋糕,好利家,422649,,4.5,49,40,曼哈顿广场,166,34.771937,113.699655,金水区纬五路与经一路向东20米路南（近东明路）,,,商家不提供停车位,欧式水果蛋糕58元，市区免费配送乳脂蛋糕78元，双层水果夹心蛋糕78元，卡通娃娃78元，Q芭比蛋糕89元，市区免费配送乳脂蛋糕98元，双层水果夹心蛋糕98元，慕斯蛋糕98元，卡通娃娃98元，千里香芋98元，乳脂蛋糕118元，水果蛋糕118元，填满幸福118元，乳脂蛋糕118元，Q芭比蛋糕118元，芭比娃娃128元，彩虹蛋糕128元，慕斯蛋糕128元，芒果乳脂慕斯128元，冰雪奇缘Lisa公主138...;80代100元;,周一至周日 07:30-22:00,0371-56665629/17703866820,34408,好利家蛋糕乐园，主打产品为慕斯蛋糕，水果蛋糕，巧克力蛋糕，自开店以来，好利家以热情的服务和优质的产品受到了广大消费者的青睐。,,False,1,29,34408,True,False
桥家园正宗云南过桥米线,4761333,过桥米线,,0,,3.6,26,18.8,中原万达,165,34.745854,113.600247,中原区中原路与秦岭路中原万达广场金街2号门向南100米路西（巫山烤全鱼往西对面）,1,,,18.8元过桥米线单人餐，23.9元26过桥米线，35.8元野山菌过桥米线;,周一至周日 10:00-21:30  2019-01-26至2019-02-10 休息,13938558212,34253,,,False,1,37,34253,True,False
凯蒂萨披萨(无限城店),95150925,披萨,,0,,5,31,4.9,火车站/二七广场,167,34.74919,113.666309,二七区苑陵街德化无限城5楼东边北侧,5,"1353,1352,",停车位收费标准：详情店内咨询,4.9元经典布丁2选1，6.8元迷你披萨4选1，9.9元招牌饮品4选1，22.8元8寸披萨6选1，30.9元尊享双人套餐，30.9元素食披萨双人套餐，39元10寸人气披萨，39.9元10寸美味双人餐，68元招牌至尊榴莲披萨，79.9元人气特色披萨，88元至尊榴莲披萨套餐，4-5人餐179元;39.9代50元;,周一至周日 10:00-22:00,0371-63385229/13253665512,34239,,,False,1,70,34239,True,False
韩风源自助烤肉(锦艺城直营店),180595964,烤肉自助,韩风源烧烤涮自助餐厅,1146928,http://p1.meituan.net/poi/d563c2fb0ed75275713142adac9ff85215711.png,5,62,1,锦艺城,165,34.763299,113.605369,中原区棉纺西路锦艺城购物中心C区五楼,5,"1347,",,单人午/晚餐1元，单人午/晚餐51.9元，单人午餐56.9元，单人午餐56.9元，单人晚餐62.9元，单人晚餐63.9元;39.9代69元;,"周一至周五 11:30-14:30 18:00-21:30  周六,周日 11:00-22:00",0371-55035568,34284,,,False,0,1050,34284,False,False
云鼎一品(丰业广场店),5847952,焖锅,云鼎汇砂,172011,http://p0.meituan.net/poi/509b7771009e1bc8e5208109500c9f6d19303.png,4.2,59,88,丰业广场/千盛广场,166,34.786024,113.643339,金水区农业路与南阳路交叉口东南角丰业生活广场二楼（南阳路口）,2,,,每满100减12（买单立享）;2-3人餐118元，3人餐128元，3-4人餐158元;88代100元;,周一至周日 11:00-14:30 17:00-21:30  非营业时段 2018-02-15至2018-02-19 全天,0371-86567357,34093,云鼎汇砂云汁美味焖锅颠覆传统厨师烹饪的运营模式，提出了“无厨师，无油烟，健康环保，现场制作”这一独特、创新的模式，我们一直遵循注重菜品质量，拥有一大批忠实的拥趸者。惯以鼎极服务，享受云般美味，实现了美食体验与精神享受的优质结合,,False,1,56,34093,True,False
许三酱牛肉(民安路店),4277167,其他中餐,许三酱牛肉,1010543,http://p0.meituan.net/poi/c90535280d6c2f3bb12c44166cdcb77044598.png,4.9,20,18.8,升龙广场,167,34.730944,113.636289,二七区民安路与淮北街交叉口东北角,,,停车位收费标准：店前可短时停车,208元精品礼盒套餐;18.8代20元;,周一至周日 08:00-13:30 15:30-20:00,13598891435,33999,,,False,1,77,33999,True,False
悦丽怡景西餐厅(嵩山路店),24196,西式简餐,绿茵阁,901740,http://p0.meituan.net/poi/1e87b53c1a1fcc7208deca2f5893e6af25123.png,5,52,179,大商/升龙城,167,34.72737,113.627745,二七区嵩山路淮河路向南200米路西（近淮河路）,,,,双人餐179元;,周一至周日 11:00-22:00,0371-68872888,33915,郑州绿茵阁西餐厅成立于1989年，以独特的文化元素营造时尚都市的就餐环境，进入店内徐徐拉开银灰色的珠帘，出现在面前是明快大气的空间。上了一段幽长的楼梯，到了高高在上的绿茵阁，银灰色的珠帘徐徐拉开，出现在面前的空间明快大气，流淌着曼妙缭绕的旋律，撒了一地幽幽的灯影，没有一点儿矫情和暧昧。豪华不失优雅，高贵不失浪漫。,,False,1,18,33915,True,False
重庆锅巴饮年代火锅(升龙店),6800867,重庆火锅,重庆锅巴饮年代火锅,1865115,http://p1.meituan.net/poi/eff6e883c46bce19a5bd9efe728c94b142784.png,4.2,59,88,升龙广场,167,34.726714,113.640807,二七区人和路与政通路交叉口向北200米路西,,,免费提供5个停车位,2-3人餐99元，3-4人餐118元，5-6人餐168元;88代100元;,周一至周日 10:30-14:00 17:00-22:00,0371-68866682,33903,,,False,0,125,33903,True,False
秀莱客牛排自助西餐厅(乐尚店),94572523,牛排,,0,,4.1,56,62,经开区,168,34.713778,113.754651,管城回族区经开第五大街与经南三路交叉口（乐尚生活广场3楼）,,,,单人午/晚餐62元起;88代100元;,周一至周日 11:00-15:00 17:00-21:30  2019-02-02至2019-02-09 休息,0371-60985661,33829,,,False,0,139,33829,True,False
优乐涮烤自助餐厅,3248256,综合自助,优乐自动餐厅,30456,http://p1.meituan.net/poi/4e6ee9797df6bef9c0874990b73d568195948.png,3.8,49,45.5,白坪新区/棋盘山公园,3250,34.451587,113.055903,登封市少林大道与阳城路交叉口向南50米路西（阳城路1号转盘南50米路西未来宜居酒店二楼）,,,,单人午餐45.5元，单人晚餐51.5元，双人午餐89.9元，双人晚餐101.9元;,周一至周日 10:30-22:30,18039502658,33806,优乐自动餐厅取材考究，品质独特。百余款菜肴经水道缓缓的流到您的身边，蔚蓝清澈的水让您在就餐的过程中放松心情，优乐自动餐厅让您不用点菜，坐着就可伸手拿到您想要的百款菜品。优乐自动餐厅倡导绿色、健康、可持续的生活和经营方式，为顾客提供健康美食。,,False,0,49,33806,True,False
华莱士(郑州民主餐厅),1094509,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.2,15,3.99,北京华联,167,34.754875,113.665047,二七区二七广场北京华联北门,,"1353,1354,",,3.9元台式鸡排，3.9元香辣孜然鸡柳，11.9元香辣鸡排堡套餐，15元香辣鸡排堡，15元香辣鸡排堡套餐，19.9元蜜汁手扒鸡套餐，20元超值套餐，26.9元新品优享套餐，29.8元缤纷多肉桶;,周一至周日 08:30-23:00,18937139420/18321902706,33801,华莱士食品有限公司成立于2001年，总部位于福建省福州市，是中国民族西式快餐行业的领先者，持续致力于打造一流的食品服务和供应平台。 2001年1月，华莱士创始人“华氏兄弟”创建了**家餐厅——福州师大餐厅；十多年来，华莱士不断壮大，已发展为目前中国本土**的食品服务企业。截至目前，先后在全国27个省市区开设连锁餐厅，服务顾客3亿人次。 华莱士倡导绿色、环保、健康的服务理念，公司旗下的各款产品，美味与品质兼具，时尚与创意领先，深受广大消费者青睐。公司总部拥有强大的管理体系和丰富的市场营运经验，在管理模式上，公司通过流程化的营运平台，集产品开发、生产、销售、联合供应为一体，引进西方的餐饮技术结合中式管理模式，使其更符合中国市场的需求。联合百事公司、雀巢公司、利华公司、泰森公司等国内外知名品牌供应商，打造高质量、高标准、规范化的连锁统一管理，对食品服务各环节进行全程管控；公司文化上，华莱士尊崇“简单&分享”的企业理念，倡导有效工作，轻松生活，简单为人。整洁的就餐环境，便携的产品组合，简洁的形象包装，大众化的食品定价是华莱士人践行环保、厉行简约、乐于分享的一贯倡举；公司通过员工合作联营的模式，将成果与员工分享，真正让员工成为公司的股东，最终实现企业品牌价值的可持续、内生式发展势头。 让顾客满意，是我们永恒的追求；顾客的肯定，是我们不懈的动力！ 分享成就未来！公司秉持“简单&分享”的企业理念，本着便捷、亲和、周到的服务宗旨，致力于 “让平凡人吃得更好”的神圣使命！华莱士正努力朝着百城万店的宏图蓝图全力迈进，真正实现“有华人的地方就有华莱士”的美好愿景。,,False,1,298,33801,True,False
傅记老字号雪花酪(铝城公园东门店),4661859,小吃快餐,,0,,5,7,3.5,上街区,170,34.811603,113.300429,上街区登封路85号（铝城公园对面）,,,,3.5元单人冰奶，5.9元缤纷水果冰粥，6.5元单人尊享雪花酪，7.9元美味炒酸奶7选1;,春季、冬季 周一至周日 09:00-22:30  夏季、秋季 周一至周日 09:00-00:00,13083605688,33715,,,False,1,547,33715,True,False
豫缘王婆大虾总店(祭城总店),1504654,虾蟹火锅,豫缘王婆大虾,2880223,http://p1.meituan.net/poi/624e7d73a750d307adc9240a3bfe9b8259860.png,4.8,50,95,祭城/大旺城,166,34.782919,113.771163,金水区郑州东区相济路与心怡路交叉口东20米路南（近心怡路）,,,停车位收费标准：免费停车,双人餐99元，4人餐159元，6人餐229元;95代100元;,周一至周日 11:00-14:00 17:00-22:00,0371-56796963,33628,郑州王婆大虾创业于2008年。王婆大虾经营发展理念一直坚持，依顾客为中心，走大众，亲民路线！数年的时间王婆大虾已在黑龙江，吉林，广东，广西，天津，湖北，江西，河南，河北，浙江，山东等二十几个省市开设了上百家连锁加盟店。麻辣鲜香。是王婆大虾的主要特色，一直备受消费者赞誉。,,False,1,62,33628,True,False
王子爱上虾(普庆路店),2379040,虾蟹火锅,,0,,4.2,40,86,普罗旺世/庙李,166,34.818597,113.643969,金水区国基路与普庆路交叉口向南100米路东,,,,每满100减5（买单立享）;双人餐86元，4人餐138元，6人餐178元，8人餐260元;88代100元;,周一至周日 10:00-23:00,13838093664,33490,王子爱上虾，味道杠杠的~王子爱上虾以经营时尚干锅为主，定位时尚、个性、品位、创意的中高端餐饮消费，以时尚创新的经营模式演绎经典传统的干锅文化，并全新展现创新经典干锅。牛蛙大虾煲，不能错过的美味。,,False,1,55,33490,True,False
悦丽怡景西餐厅(健康路店),24197,西式简餐,绿茵阁,901740,http://p0.meituan.net/poi/1e87b53c1a1fcc7208deca2f5893e6af25123.png,4.2,52,179,健康路/零零茂,166,34.767416,113.663949,金水区健康路与优胜南路交叉口（近优胜南路）,,,,双人餐179元;,周一至周日 11:00-21:30  2019-02-01至2019-02-12 休息,0371-63613666,33462,郑州绿茵阁西餐厅成立于1989年，以独特的文化元素营造时尚都市的就餐环境，进入店内徐徐拉开银灰色的珠帘，出现在面前是明快大气的空间。上了一段幽长的楼梯，到了高高在上的绿茵阁，银灰色的珠帘徐徐拉开，出现在面前的空间明快大气，流淌着曼妙缭绕的旋律，撒了一地幽幽的灯影，没有一点儿矫情和暧昧。豪华不失优雅，高贵不失浪漫。,,False,1,14,33462,True,False
千代家自助日料,98064903,日料自助,,0,,4.2,241,178,郑东新区CBD,166,34.773407,113.719828,金水区商务内环西二街伟业财智广场一楼,,"1358,",,单人午/晚餐178元，双人餐268元，单人午餐278元，单人午/晚餐290元;,周一至周日 11:00-14:00 17:30-21:30,0371-86181666,33444,,,False,0,226,33444,False,False
合盛源南阳生炝烩面(丰庆路店),6307551,烩面,,0,,4.8,14,9.8,普罗旺世/庙李,166,34.823551,113.648795,金水区宏达路与丰庆路交叉口往北150米路东,,,免费提供10个停车位,9.8元盛合源南阳生炝烩面美味单人餐，19.8元盛合源南阳生炝烩面精品单人餐，29.8元盛合源南阳生炝烩面美味双人餐，79.8元盛合源南阳生炝烩面美味4人餐;,周一至周日 11:00-15:00 17:00-24:00  2019-02-01至2019-02-12 休息,0371-60970995/13603719223,33439,盛合源南阳生炝烩面是南阳特色美食，有着悠久的历史。它是一种荤、素、汤、菜、饭聚而有之的传统风味小吃，以味道鲜美，经济实惠，享誉中原。,,False,1,138,33439,True,False
延庆观炸鸡(升龙又一城店),80102057,小吃快餐,,0,,5,9,8.9,高新区,7397,34.805108,113.544789,高新区玉兰街与春藤路交叉口向西100米路北（升龙又一城底商附03）,,"4668,",,满20减2.1（买单立享）;8.9元特色小吃鸡米花，8.9元鸡柳，11.9元翅根;17.9代20元;,周一至周日 10:30-22:30,18695858258,33430,,,False,1,221,33430,True,False
菜香圃酒家(经三路农业路店),886932,湘菜,菜香圃,1587329,,4.2,59,89,经三路沿线,166,34.786192,113.693228,金水区农业路37号（农业路与经三路交叉口东南角）,,,停车位收费标准：免费提供停车位,4人餐168元，6人餐268元，10-12人餐688元，14-16人餐1088元;89代100元;,周一至周日 11:00-14:00 17:00-21:30  非营业时段 2018-02-14至2018-02-21 00:00-23:00,0371-65753555/65727755-33333,33215,菜香圃，是一家环境优雅的湘菜专营酒家。酒家特聘我国湘菜大师许菊云为顾问、其亲传弟子高级烹饪师彭习军掌勺主理。传承原汁原煤的湘菜文化精髓，以打造中原湘菜品牌为目标。汲取厚重悠久的潇湘文化，融会湘江流域、洞庭湖区和湘西山区风味之特色。承袭千年湘菜精髓，荟萃九州美食韵味，经众多名师名家再融会中提炼融合升华。菜香圃以湘菜中的官府菜“组庵菜”为主打，缔造中原湘菜品牌。为中原食客奉上色、香、味、形、器优质统一的湘式大餐，让您在品赏美味时，更能领略到博大精深的潇湘文化。在人与人心灵藩篱越筑越牢的今天菜香圃希望筑造一个信任互助的美好空间。三五个熟人、朋友、客户欢聚一堂，品尝美味、开怀畅饮。菜香圃所有的重要原料都源自湖南，保证的每一道菜的地道和纯正。成就原汁原味的湘菜经典。“旧时王谢堂前燕，飞入寻常百姓家”，想尝尝翘楚湘菜的官府“组庵菜”吗？菜香圃酒家满足您的口舌之欲，用专业打动您的味蕾,,False,1,59,33215,True,False
麦克思汉堡(帝湖店),1033205,快餐,,0,,4.4,18,5.9,帝湖,165,34.720191,113.616576,中原区航海西路与桐柏南路交叉口帝湖华润万家超市一楼,,,,每满20减4（买单立享）;5.9元黄金脆皮鸡腿，6.8元大份薯条，7元麦克思烤翅，8元原味鸡块，39.8元豪华双人套餐;,周一至周日 07:00-00:00  2019-02-01至2019-02-12 休息,0371-86057805/0371-86057852,33186,,,False,1,76,33186,True,False
面筋哥烤串(万达店),87601507,小吃快餐,,0,,5,13,8.8,中原万达,165,34.745958,113.600636,中原区华山路万达金街2号门向南50米花甲客店旁,1,,,8.8元串烧大咖组合;8.8代10元;,周一至周日 14:00-23:00,18538174977,33151,,,False,1,82,33151,True,False
小猪小牛章鱼水煎肉(二七万达店),159264869,韩式烤肉,,0,,4.5,68,75,二七万达,167,34.717788,113.642894,二七区大学南路二七万达广场3楼,3,,,双人餐138元起，4人餐258元;75代100元;,周一至周日 10:00-22:00,0371-55052079,33165,,,False,0,321,33165,False,False
德克士(建业百货餐厅),6424182,快餐,德克士,23806,http://p1.meituan.net/poi/494fa71899e7f00eb7a32cd83495de9575988.png,3.9,20,5.5,荥阳市政府,3253,34.787883,113.38665,荥阳市索河西路与万山北路交叉口东100米路北建业百货1层,1,,,5.5元香辣鸡翅，11元双份招牌咔滋薯霸，13元咔滋薯霸(中），15元食味炸鸡，15元能量小食套餐，16元孜然鸡柳2次量贩，24元香酥双鸡堡，25元双堡套餐，26元超值单人餐A，30元霸王手枪腿B餐，35元NBA能量小食盒，37元霸王手枪腿A餐，39元一桶都是腿，48元好食成双套餐，48元欢享双人餐A，58元霸王手枪腿堡，79元三人套餐，79元霸王双人桶;,周一至周日 09:00-23:00,0371-86570999,33066,,,False,1,0,33066,True,False
